C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_630.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_630.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_630.jpg,0.15,1,0,9.496075
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_700.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_700.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_700.jpg,-0.05,1,0,10.38091
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_768.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_768.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_768.jpg,-0.2,1,0,11.02474
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_836.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_836.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_836.jpg,-0.4,1,0,11.95298
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_902.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_902.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_902.jpg,-0.55,1,0,12.27493
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_00_970.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_00_970.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_00_970.jpg,-0.7,1,0,13.09357
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_040.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_040.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_040.jpg,-0.9000001,1,0,13.80409
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_110.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_110.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_110.jpg,0,1,0,14.23814
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_181.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_181.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_181.jpg,0,1,0,14.96838
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_251.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_251.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_251.jpg,0,1,0,15.54759
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_318.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_318.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_318.jpg,0,1,0,16.36603
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_388.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_388.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_388.jpg,0.1,1,0,17.11878
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_457.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_457.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_457.jpg,0.3,1,0,17.91128
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_526.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_526.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_526.jpg,0,1,0,18.32856
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_596.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_596.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_596.jpg,-0.2,1,0,19.10548
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_665.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_665.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_665.jpg,-0.35,1,0,19.77864
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_735.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_735.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_735.jpg,-0.5500001,1,0,20.44404
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_802.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_802.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_802.jpg,-0.7,1,0,20.82412
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_869.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_869.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_869.jpg,0,1,0,21.3396
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_01_937.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_01_937.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_01_937.jpg,0,1,0,22.05947
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_005.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_005.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_005.jpg,0,1,0,22.62576
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_076.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_076.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_076.jpg,0,1,0,23.4091
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_142.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_142.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_142.jpg,0,1,0,23.99848
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_209.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_209.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_209.jpg,-0.05,1,0,24.57703
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_276.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_276.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_276.jpg,-0.25,1,0,25.32096
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_345.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_345.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_345.jpg,0,1,0,25.84862
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_413.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_413.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_413.jpg,0,1,0,26.60298
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_481.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_481.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_481.jpg,0.05,1,0,27.16628
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_550.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_550.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_550.jpg,0.2,1,0,27.70326
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_618.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_618.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_618.jpg,0.2,1,0,28.39106
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_686.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_686.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_686.jpg,0.05000001,1,0,28.94479
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_754.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_754.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_754.jpg,-0.15,1,0,29.65608
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_824.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_824.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_824.jpg,-0.3,1,0,30.14216
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_893.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_893.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_893.jpg,0,1,0,30.18809
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_02_960.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_02_960.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_02_960.jpg,0,1,0,30.19007
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_029.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_029.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_029.jpg,-0.05,1,0,30.19001
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_099.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_099.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_099.jpg,-0.25,1,0,30.17671
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_168.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_168.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_168.jpg,-0.4,1,0,30.15919
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_239.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_239.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_239.jpg,-0.6000001,1,0,30.13425
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_307.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_307.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_307.jpg,-0.7500002,1,0,30.11543
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_375.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_375.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_375.jpg,0,1,0,30.1732
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_441.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_441.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_441.jpg,0,1,0,30.1856
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_513.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_513.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_513.jpg,0,1,0,30.18948
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_582.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_582.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_582.jpg,0,1,0,30.19012
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_653.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_653.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_653.jpg,0,1,0,30.19001
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_722.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_722.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_722.jpg,-0.05,1,0,30.18993
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_791.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_791.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_791.jpg,-0.2,1,0,30.1808
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_858.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_858.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_858.jpg,-0.4,1,0,30.15822
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_927.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_927.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_927.jpg,0,1,0,30.18777
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_03_996.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_03_996.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_03_996.jpg,0,1,0,30.18989
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_065.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_065.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_065.jpg,0,1,0,30.19019
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_134.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_134.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_134.jpg,0,1,0,30.19031
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_200.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_200.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_200.jpg,-0.05,1,0,30.19025
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_270.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_270.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_270.jpg,-0.2,1,0,30.18041
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_340.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_340.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_340.jpg,-0.4,1,0,30.15804
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_407.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_407.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_407.jpg,0,1,0,30.17775
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_477.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_477.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_477.jpg,0,1,0,30.18841
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_544.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_544.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_544.jpg,0.05,1,0,30.18795
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_611.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_611.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_611.jpg,0.2,1,0,30.17548
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_682.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_682.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_682.jpg,0.4,1,0,30.15402
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_753.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_753.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_753.jpg,0,1,0,30.1862
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_819.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_819.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_819.jpg,0,1,0,30.18927
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_888.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_888.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_888.jpg,-0.15,1,0,30.18006
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_04_960.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_04_960.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_04_960.jpg,-0.35,1,0,30.15949
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_028.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_028.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_028.jpg,-0.5000001,1,0,30.14248
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_097.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_097.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_097.jpg,0,1,0,30.18779
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_165.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_165.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_165.jpg,0,1,0,30.18939
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_232.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_232.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_232.jpg,0,1,0,30.19053
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_301.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_301.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_301.jpg,0,1,0,30.19029
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_370.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_370.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_370.jpg,0,1,0,30.1903
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_437.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_437.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_437.jpg,-0.05,1,0,30.18985
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_507.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_507.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_507.jpg,-0.2,1,0,30.18031
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_577.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_577.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_577.jpg,-0.4,1,0,30.15789
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_644.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_644.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_644.jpg,0,1,0,30.1875
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_715.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_715.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_715.jpg,0,1,0,30.18986
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_785.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_785.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_785.jpg,0,1,0,30.19017
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_853.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_853.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_853.jpg,-0.1,1,0,30.18863
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_920.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_920.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_920.jpg,-0.25,1,0,30.17583
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_05_988.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_05_988.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_05_988.jpg,-0.4,1,0,30.1587
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_06_058.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_06_058.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_06_058.jpg,0,1,0,30.18899
C:\Users\honam\Desktop\train_data\IMG\center_2021_09_07_16_25_06_126.jpg,C:\Users\honam\Desktop\train_data\IMG\left_2021_09_07_16_25_06_126.jpg,C:\Users\honam\Desktop\train_data\IMG\right_2021_09_07_16_25_06_126.jpg,0,1,0,30.18991
